epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,382.174,1.2781,3.09165,1.21578,0.41869,0.33131,0.30591,0.22102,1.02895,2.27324,1.1252,0.000301635,0.000301635,0.000301635
2,692.867,1.28556,2.17193,1.22042,0.55805,0.41354,0.42546,0.29561,1.04803,1.98882,1.12504,0.000592555,0.000592555,0.000592555
